job_title, company_name, requirement, salary, location, image_link, job_url
Lập Trình Viên (Developer) - Zalo,Công ty TNHH Phân Phối Trực Tuyến Nhất Nhất,"['Tốt nghiệp Cao đẳng trở lên các ngành Công nghệ thông tin, Khoa học máy tính...\nCó kinh nghiệm làm việc với các hệ quản trị dữ liệu: MySQL, PostgreSQL, MongoDB...\nCó kỹ năng lập trình tốt với các ngôn ngữ như PHP, Java...\nKỹ năng làm việc nhóm và làm việc độc lập\nKiến thức về Front-End: HTML, CSS, Javascript, Jquery, NodeJS, ReactJS...']",Thoả thuận,"- Hà Nội: Tầng 8, Tòa nhà Đồng Lợi, số 2 ngõ 1160 đường Láng, phường Láng Thượng, Đống Đa",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/vPdZ7qIqzQZbqzfZbIQ7iWLxWw6txd54_1697185651____c29578fd249bf18c6a9d40f844a93894.png,https://www.topcv.vn/viec-lam/lap-trinh-vien-developer-zalo/1295219.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
"Front-End Developer , Lương Từ 25-50 Triệu ( Yêu Cầu Từ 4 Năm Kinh Nghiệm)",TNHH APPTIFACT,"[""At least 4 years of experience in web development, with a strong emphasis on React.js projects.\nBachelor's degree in Computer Science, Information Technology, or related fields.\nProficiency in React.js, including a thorough understanding of web development best practices, lifecycle management, state management with Redux or similar libraries, and component creation.\nBasic communication skills in English for effective teamwork.\nExperience with Git, CI/CD practices, and modern front-end build pipelines and tools.\nAbility to manage third-party dependencies and debug conflicts.\nUnderstanding of RESTful APIs for integration with back-end services.\nFamiliarity with Jira and Agile project management.\nStrong problem-solving abilities in a fast-paced, team-oriented environment.\nExperience with Next.js or Nuxt.js frameworks is preferred.\nCandidates with extensive experience in other front-end languages or frameworks like Vue.js, jQuery, and Angular are highly desirable.\nPreference for candidates with experience in Material-UI (MUI), enhancing the design and usability of web applications with this popular React UI framework.""]",25 - 50 triệu,"- Hồ Chí Minh: Tòa Sarina Block A, Đường B2, Phường An Lợi Đông, Q2, Thành phố Hồ Chí Minh, Quận 2",https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/front-end-developer-luong-tu-25-50-trieu-yeu-cau-tu-4-nam-kinh-nghiem/1292212.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Front-End Developer 3 Năm Kinh Nghiệm (Lương Từ 20-30 Triệu),CÔNG TY TNHH TIMIND,"[""Bachelor's Degree (or above) in IT or related fields, with a preference for candidates from top-tier universities\nAt least 3+ years hands-on experience in below languages, frameworks and libraries:\nNextJS, ReactJS or VueJS\nJavascript & Typescript (>= ES6)\nHTML, CSS3, Bootstrap/Tailwind CSS\nRESTful API\nFamiliar with:\nWebpack, Eslint\nYarn, Npm/Pnpm\nFigma/ Zeplin\nDocker\nGit (Github / Gitlab)\nPostman\nStrong knowledge of CSS and CSS framework (Bootstrap, ElementUI,...), experience in transforming Figma designs into reusable web components\nFamiliarity with RESTful APIs and asynchronous programming\nGood UI/UX mindset""]",20 - 30 triệu,- Hà Nội,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-timind-641d84b3b6fad.jpg,https://www.topcv.vn/viec-lam/front-end-developer-3-nam-kinh-nghiem-luong-tu-20-30-trieu/1302030.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Lập Trình Game - Unity Developer (Thực Tập Sinh/Fresher) - Thu Nhập Upto 10 Triệu - Đi Làm Ngay Tại Hà Nội,Công ty Cổ phần Công nghệ và Sáng tạo Rocket,"['Fresher yêu cầu tối thiểu 6 tháng kinh nghiệm.\nCó kỹ năng sử dụng Unity (Có sản phẩm game cá nhân làm bằng Unity là một lợi thế)\nHiểu biết về logic, cấu trúc dữ liệu, thuật toán, design pattern.\nCó background tốt về toán học, các chuyên ngành khoa học tự nhiên.\nYêu thích game và định hướng phát triển rõ ràng trong ngành.\nNăng động, nhiệt huyết sáng tạo phát triển game.\nCó tinh thần tự giác, cầu tiến, ham học hỏi.']",Tới 12 triệu,"- Hà Nội: Tầng 8, toà Gold Tower, 275 Nguyễn Trãi, quận Thanh Xuân, Thanh Xuân",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/u1hG8YQHzODPwxTJy2TDBf09NqeploCl_1664952814____119b3fe3501c7fad2e3736c4669e4057.jpg,https://www.topcv.vn/viec-lam/lap-trinh-game-unity-developer-thuc-tap-sinh-fresher-thu-nhap-upto-10-trieu-di-lam-ngay-tai-ha-noi/1291097.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Game Developer (Cocos/ Unity) - Lương Upto 35 Triệu,XIPAT FLEXIBLE SOLUTIONS COMPANY LIMITED,"['Experience in developing mobile games preferred\nExperience in Javascript and Typescript\nExperienced in Cocos Creator/ Unity\nEager to learn, good thinking and especially like to play games\nHave good thoughts at the user interface and user experience']",Tới 35 triệu,"- Hà Nội: 18/11 Thái Hà, Đống Đa",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/498IvFMDo2L60nGzXP3a0Y75xxrC3S4g_1653639891____c1dbad37e1ff62ce9f069436a1dbbdf4.png,https://www.topcv.vn/viec-lam/game-developer-cocos-unity-luong-upto-35-trieu/1300065.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Backend Developer,Woo Technology,"['Must have:\nAt least 2-3 years of experience working with PHP & MySQL.\nGood understanding at least one of the following frameworks|cms|platform: Laravel, Wordpress, Shopify.\nGood to have:\n1-2 years working experiences on Wordpress, Shopify.\nExperienced with building e-commerce websites or landing pages using wordpress.\nAbility to work on multiple projects.\nEnglish: basic']",15 - 25 triệu,- Hà Nội: Cầu Giấy,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/hApKlsLK6yEwjXIG8EFov3qpivKnI8Q9_1666667020____1404507d68a3f102e63dbd7b99cfd1d5.jpg,https://www.topcv.vn/viec-lam/backend-developer/1297413.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Senior .NET Developer (Thu Nhập Từ 30 Triệu),CÔNG TY CỔ PHẦN TẬP ĐOÀN THIÊN KHÔI,"['● Có từ 5 năm kinh nghiệm làm việc chuyên sâu với ngôn ngữ .NET, bao gồm cả C# và ASP.NET.\n● Có kiến thức vững về các nguyên tắc OOP và thiết kế phần mềm.\n● Hiểu biết sâu về cấu trúc MVC (Model-View-Controller) và các nguyên tắc lập trình theo mô hình này.\n● Có kiến thức vững về HTML, CSS, và JavaScript để có khả năng làm việc hiệu quả với designer và frontend developer.\n● Có kiến thức tốt về cơ sở dữ liệu quan hệ như MSSQL, Mysql.\n● Có kinh nghiệm làm việc với Nodejs là một lợi thế lớn\n● Kinh nghiệm làm việc với các dự án phần mềm lớn và phức tạp.\n● Có hiểu biết vững về phát triển ứng dụng web và các cơ sở dữ liệu liên quan.\n● Có kiến thức về các framework frontend như ReactJS, VueJS, Svelte... là một lợi thế.\n● Kỹ năng tốt về viết mã sạch, dễ đọc và dễ bảo trì.\n● Kỹ năng tốt về tương tác và giao tiếp\n● Có khả năng học tập ngôn ngữ mới trong thời gian ngắn\n● Kỹ năng làm việc độc lập cao và khả năng giải quyết vấn đề tốt.']",Trên 30 triệu,"- Hà Nội: Tầng 2, toà nhà 229 Tây Sơn, Đống Đa",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-tap-doan-thien-khoi-339e7097344c357061741612aca80a49-65e7e505037d3.jpg,https://www.topcv.vn/viec-lam/senior-net-developer-thu-nhap-tu-30-trieu/1296000.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
QA Manual Developer (Senior),DigiEx Group,"[""Your Skills and Experience (Kỹ năng và kinh nghiệm của bạn)\n2-4 years of experience in software quality assurance (QA) or quality control (QC)\n(2-4 năm kinh nghiệm trong lĩnh vực đảm bảo chất lượng phần mềm (QA) hoặc kiểm soát chất lượng (QC))\nStrong knowledge of software testing methodologies and procedures\n(Kiến thức vững chắc về các phương pháp và quy trình kiểm thử phần mềm)\nExperience with manual and automated testing tools and technologies.\n(Kinh nghiệm với các công cụ và công nghệ kiểm tra thủ công và tự động)\nFamiliarity with software development methodologies (e.g. Agile, Scrum)\n(Làm quen với các phương pháp phát triển phần mềm (ví dụ: Agile, Scrum))\nKnowledge of SQL and database technologies\n(Kiến thức về SQL và công nghệ cơ sở dữ liệu)\nStrong analytical and problem-solving skills\n(Kỹ năng phân tích và giải quyết vấn đề tốt)\nExcellent verbal and written communication skills\n(Kỹ năng giao tiếp bằng lời nói và văn bản xuất sắc)\nBachelor's degree (or higher) in Computer Science, Software Engineering, or related field\n(Bằng cử nhân (hoặc cao hơn) về Khoa học Máy tính, Kỹ thuật phần mềm hoặc lĩnh vực liên quan)""]",Thoả thuận,"- Hồ Chí Minh: QTSC 1 Building, khu phần mềm Quang Trung, Quận 12",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/NnHkGxDp79SZy202EQ3049lYOudYtbgv_1655183749____77f2eb81a133f5c627a826a7167e3998.png,https://www.topcv.vn/viec-lam/qa-manual-developer-senior/1207925.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Lập Trình Golang (Golang Developer ),CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ INET,"['• Có tối thiểu 1 năm kinh nghiệm làm việc với ngôn ngữ Golang.\n• Thao tác với các cơ sở dữ liệu quan hệ, đặc biệt là MySQL.\n• Có kinh nghiệm về triển khai các ứng dụng thông qua API.\n• Có khả năng tìm hiểu công nghệ mới và khắc phục sự cố.\n• Sử dụng các công nghệ như Kafka, Elasticsearch, Redis .v.v. là một lợi thế.\n• Đã từng làm sản phẩm về giáo dục là một lợi thế.\n• Biết thao tác với server (linux) và CI/CD là một lợi thế.\n• Có kinh nghiệm, hiểu biết về các chuẩn như Microservices, Oauth, SCORM, ... là một lợi thế.\n• Tốt nghiệp Đại học/Cao đẳng chuyên ngành Công nghệ thông tin hoặc tương đương.']",15 - 35 triệu,"- Hà Nội: Số 247 Cầu Giấy, Phường Dịch Vọng, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/525c368969be08fc400caf9f38108186-64ddf020443a3.jpg,https://www.topcv.vn/viec-lam/lap-trinh-golang-golang-developer/1291812.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
"Giảng Viên Lập Trình, Thu Nhập Từ 15-25 Triệu, Nhận Việc Ngay",CÔNG TY CỔ PHẦN TAGSOLUTION,"['- Trình độ IELTS: 7.0\n- Tốt nghiệp các trường Chuyên ngành Khoa học máy tính.\n- Ưu tiên đã có ít nhất 1 năm làm lập trình viên hoặc giảng dạy một trong các ngôn ngữ lập trình\n- Có kĩ năng giao tiếp tốt (đối với học sinh và đồng nghiệp)\n- Có niềm yêu thích khi làm việc cùng trẻ em.\n- Đam mê với Công nghệ, khuyến khích có sẵn nền tảng về Khoa học Máy tính.']",15 - 25 triệu,"- Hồ Chí Minh: P7-28.OT08 Tòa Park 7 Vinhomes Central Park, Số 720A Đường Điện Biên Phủ, Phường 22, Bình Thạnh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/0a55e95552881315fc2bfc264fd1f5c0-6486a00fa26ec.jpg,https://www.topcv.vn/viec-lam/giang-vien-lap-trinh-thu-nhap-tu-15-25-trieu-nhan-viec-ngay/1294365.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Kỹ Sư AI/ AI Engineer - Thu Nhập Upto 30 Triệu - Tại Hà Nội,CÔNG TY TNHH VALTEC VIỆT NAM,"[""- Tốt nghiệp Cử nhân trở lên của các ngành Công nghệ thông tin, Khoa học máy tính, Điện tử viễn thông, Cơ điện tử hoặc các ngành liên quan;\n- Thành thạo Python hoặc C/C++. Thành thạo các thư viện cho Computer Vision (PyTorch, OpenCV, v.v...);\n- Thành thạo Linux & Docker;\n- Có kinh nghiệm về triển khai ứng dụng AI bằng web app và xử lý dữ liệu real-time từ camera.\n- Có kinh nghiệm làm việc với thiết bị nhúng và tối ưu mô hình AI bằng các framework khác nhau (TensorRT / ONNX / OpenVINO);\n- Có khả năng tự đọc hiểu & nghiên cứu các công nghệ mới, bài báo khoa học;\n- Khả năng làm việc nhóm & giao tiếp bằng tiếng Anh;\n- Có kinh nghiệm thiết kế & triển khai hệ thống chạy trong thực tế với độ tin cậy & khả năng mở rộng cao.\nMandatory Requirements\n- Bachelor's degree or higher in Information Technology, Computer Science, Electronics & Telecommunications, Mechatronics, or related fields.\n- Proficient in Python or C/C++. Proficient with libraries for Computer Vision (PyTorch, OpenCV, etc.).\n- Proficient in Linux & Docker.\n- Experience in deploying AI applications through web apps and processing real-time data from cameras.\nPreferences\n- Experience with embedded devices and optimizing AI models with different frameworks (TensorRT / ONNX / OpenVINO).\n- Ability to independently read & research new technologies and scientific articles.\n- Teamwork skills & ability to communicate in English.\n- Experience in designing & deploying systems in real environments with high reliability & scalability.""]",Tới 30 triệu,"- Hà Nội: Toà nhà Sao Mai, 19 Lê Văn Lương, Thanh Xuân",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-valtec-viet-nam-dac6a0dc91e6fc33b65d11686e92a86f-661dd3f74622f.jpg,https://www.topcv.vn/viec-lam/ky-su-ai-ai-engineer-thu-nhap-upto-30-trieu-tai-ha-noi/1303728.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Frontend Developer (VueJS/NuxtJS),CÔNG TY CỔ PHẦN MIGHTYID VIETNAM,"['- Nẵm vững HTML,CSS,SCSS,JS\n- Có kinh nghiệm với các framework sau: VueJS, NuxtJS (React-Native là điểm cộng)\n- Có kiến thức về RestAPI, WebSocket.\n- Thành thạo git, Github, Gitlab\n- Sử dụng được các công cụ design như: PTS, Figma\n- Biết thêm về Nodejs, PHP là một điểm cộng\n- Năng động, sáng tạo và chịu khó học tập\n- Kỹ năng làm việc nhóm\n- Tiếng anh giao tiếp']",Thoả thuận,- Hồ Chí Minh: Quận 3,https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-mightyid-vietnam-5b1ea46daf8054e6660bff887a9707e1-65dd85dd3b546.jpg,https://www.topcv.vn/viec-lam/frontend-developer-vuejs-nuxtjs/1301226.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Senior Developer Fullstack (HCM)- Salary 20M- 40M,CÔNG TY TNHH MỘT THÀNH VIÊN WIN ADS,"['Ít nhất 2 năm kinh nghiệm trong các công nghệ và web app.\nCó kỹ năng vững về mã nguồn PHP Web, Mongo DB và các framework MVC.\nKinh nghiệm với HTML, CSS, JavaScript (Jquery, Ajax), Bootstrap và JSON.\nHiểu biết về các hệ quản lý cơ sở dữ liệu quan hệ như MySQL, PostgreSQL.\nCó khả năng kiến trúc và thiết kế các tiêu chuẩn tốt nhất cho dự án.\nCó khả năng xử lý vấn đề về hiệu suất sản phẩm nếu có các yêu cầu từ cấp trên.\nCó khả năng đọc và hiểu tài liệu tiếng Anh.\nKỹ năng đa nhiệm, hợp tác, thuyết trình, tư duy chiến lược và chiến thuật, và kỹ năng nghiên cứu và phát triển mạnh mẽ.']",20 - 40 triệu,"- Hồ Chí Minh: Số 77 Bàu Cát 6, phường 14, Tân Bình",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/EfU0ArNfvczZsV3XgQtX5vZ5QqzOoZDD_1712989489____e541ae02c17a625d25694796cda1f3a7.jpg,https://www.topcv.vn/viec-lam/senior-developer-fullstack-hcm-salary-20m-40m/1301941.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Back-End Developer ( NodeJS ),LOTUS SOFT,"[""Has an IT background and graduated with a bachelor's degree in IT or related fields.\n1-2 years of experience on Back-end NodeJS. ( NestJS, ExpressJS).\nExperience with both SQL/NoSQL databases (SQL Server, MySQL, MongoDB, Postgre...)\nExperience working with cloud (AWS, Azure).\nExperience working with Docker.\nExperience working with Web3 and interacting with Smart Contract is a Plus.\nExcellent problem-solving skills and ability to think out-of-the box..\nExperience in GIT, JIRA, Confluence.\nCan communicate in English (Speaking and Listening).\nWillingness to learn and work on new technologies if required\nWillingness to share working time on multiple projects.""]",Thoả thuận,"- Hồ Chí Minh: Level 6, Thuy Loi 4 Building, 286-288 Nguyen Xi St, Ward 13, Bình Thạnh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/lotus-soft-f46e9074dba40dbd3e4ded72652661d2-6617b7b8a8cee.jpg,https://www.topcv.vn/viec-lam/back-end-developer-nodejs/1299605.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Front-End Developer (React.JS) Lương Upto 2000$,CÔNG TY CỔ PHẦN STRINGEE,"['Ít nhất 1 năm kinh nghiệm làm việc với ReactJS trong môi trường phát triển web.\nThành thạo JavaScript, jQuery, Bootstrap, Typescript, ES6, CSS3, HTML5, ESLint.\nNắm vững lập trình hướng đối tượng với JavaScript.\nCó kinh nghiệm phát triển và tích hợp RESTful API,.\nCó kinh nghiệm triển khai giao diện web responsive, đảm bảo trải nghiệm người dùng mượt mà trên nhiều loại thiết bị và kích thước màn hình.']","Tới 2,000 USD","- Hà Nội: Tầng 19, Leadvisors Tower, 643 Phạm Văn Đồng, Cổ Nhuế, Bắc Từ Liêm",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/b6a9197abf1fb50d875a1aa78ce6baea-61480a5153262.jpg,https://www.topcv.vn/viec-lam/front-end-developer-react-js-luong-upto-2000/1300330.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Lập Trình Viên Python API/ VueJs/ Angular Tại Hà Nội - Lương Lên Đến 1500$,Công ty TNHH Tap Hospitality Vietnam,"['1- Với lập trình viên Python API:\n• Từ một năm kinh nghiệm lập trình Python và đã từng làm việc với một trong các framework như Django/Flask/FastAPI\n• Có hiểu biết về Docker, RESTful APIs, OpenAPI, SQLAlchemy là một lợi thế.\n• Có kinh nghiệm về hệ quản trị cơ sở dữ liệu: MySQL, PostgreSQL,...\n2- Với lập trình viên VueJs/Angular:\n• Từ một năm kinh nghiệm lập trình VueJs/Angular\n• Thuần thục HTML/CSS và Javascript, TypeScript\n• Có kinh nghiệm về UX, UI, State Management, Functional Programming là một lợi thế.\n• Hiểu rõ RESTful APIs, authentication...\n• Có kinh nghiệm làm việc với Git, SVN.\n• Sẵn sàng học hỏi thêm kỹ thuật mới.\n• Có tinh thần làm việc nghiêm túc, độc lập cũng như Teamwork tốt.']","Tới 1,500 USD","- Hà Nội: Tầng 10 Toà nhà CMC, 11 Phố Duy Tân, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-tap-hospitality-vietnam-5e797cad4eb86.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-python-api-vuejs-angular-tai-ha-noi-luong-len-den-1500/1305501.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
"Software Developer (NET/C#, Java , Python)",Công ty TNHH OSCO International,"['- Tốt nghiệp từ đại học chuyên ngành công nghệ thông tin, phần mềm....\n- Sử dụng một số ngôn ngữ lập trình:.NET/C#, Java, Python, Web Service\n- Có kiến thức về SQL\n- Lập trình với hệ CSDL: MSSQL, MySQL, Postgres, Oracle\n- Thành thạo HTML, CSS, Bootstrap, Javascript, Jquery\n- Kinh nghiệm sử dụng GIT như GitHub/GitLab, Docker container\n- Có khả năng phân tích, tổng hợp dữ liệu ở các nguồn dữ liệu khác nhau..\n- Kỹ năng làm việc độc lập, làm việc nhóm tốt.\n- Hoạt bát, siêng năng, trung thực, chịu áp lực công việc.\n- Ưu tiên có kinh nghiệm triển khai các giải pháp phần mềm quản trị doanh nghiệp đặc biệt các doanh nghiệp liên quan tới sản xuất, gia công ,xây dựng các phần mềm, thiết kế database, big data.\nTHÔNG TIN KHÁC\nBằng cấp: Đại học\nGiới tính: Nam\nĐộ tuổi: Không giới hạn tuổi']",15 - 30 triệu,"- Hà Nội: đường Phát triển, cụm CN thị trấn Phùng, thị trấn Phùng, Đan Phượng",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-osco-international-628c64ddb8895.jpg,https://www.topcv.vn/viec-lam/software-developer-net-c-java-python/1299996.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Back-End Developer - 4 Years Of Experience - Lương Từ 25-50 Triệu,TNHH APPTIFACT,"['Qualifications:\n● Minimum of 4 years of experience in back-end web development, with a strong focus\non Laravel PHP projects.\n● Bachelor’s degree in Computer Science, Information Technology, or related fields.\n● Proficiency in Laravel PHP, including an in-depth understanding of its ecosystem, ORM,\nand package management.\n● Experience with Node.js using the Express framework preferred.\n● Experience in managing databases with MongoDB and integrating RESTful APIs.\n● Familiarity with CI/CD practices, front-end build pipelines, and modern deployment\ntools.\n● Experience with AWS Cloud services, enhancing project scalability and deployment.\n● Strong problem-solving skills in a team-oriented, fast-paced environment.\n● Candidates with additional experience in other back-end languages or frameworks are\nhighly desirable.']",25 - 50 triệu,"- Hồ Chí Minh: Tòa Sarina Block A, Đường B2, Phường An Lợi Đông, Q2, Thành phố Hồ Chí Minh, Quận 2",https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/back-end-developer-4-years-of-experience-luong-tu-25-50-trieu/1307288.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Software Developer / Kỹ Sư Phần Mềm Lương Từ 2000USD,LOADING SYSTEMS APAC COMPANY LIMITED,"['You have a completed HBO education in the field of ICT (preferably application development);\nYou have experience with various programming languages, e.g. Javascript, Java, Python or C#;\nYou have experience with MS SQL server, maintenance plans and writing SQL queries;\nYou have experience with web development (html, css, etc.);\nYou are able to work both in a team and independently, organise your work efficiently and, where possible, identify improvements;\nYou have a very good command of the English language;\nYou have good analytical skills and experience with problem analysis and problem solving;\nYou have knowledge of Atlassian tooling (Jira, Bitbucket and Confluence);\nYou are open to new working methods such as SCRUM, DevOps, etc;\nYou are energised by customer or user support;\nKnowledge and experience with ERP systems is a plus.']","Trên 2,000 USD","- Hà Nội: Khu Đông Dừa, Phường Hà Cầu, Hà Đông",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/loading-systems-apac-company-limited-0641f7c0fd675e67383f2342480feb64-66188ac6729dd.jpg,https://www.topcv.vn/viec-lam/software-developer-ky-su-phan-mem-luong-tu-2000usd/1300002.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
Nhân Viên Lập Trình / Vận Hành CNC - Lương Từ 10 - 16 Triệu,Công ty TNHH Jig & Tool Vina,"['- Nam: Tuổi 20 - 35, Nhanh nhẹn, có sức khỏe\n- Yêu cầu về chuyên môn: Kinh nghiệm từ 1 năm trở lên\n- Tôt nghiệp Trung cấp, Cao đẳng, Đại học các ngành cơ khí, chế tạo máy, tự động hóa.\n- Sử dụng thành thạo phần mềm Cimantron hoặc Mastercam và các công cụ : Autocad,...\n- Có thể làm thêm giờ, tăng ca, đảm bảo kế hoạch sản xuất']",10 - 16 triệu,"- Hà Nội: Lô 46B, KCN Quang Minh, Mê Linh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-jig-amp-tool-vina-faa2a9938d83daaaacde76db6d9b639d-660fbaab61ee6.jpg,https://www.topcv.vn/viec-lam/nhan-vien-lap-trinh-van-hanh-cnc-luong-tu-10-16-trieu/1286778.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
"Kỹ Sư Lập Trình Nhúng Camera Vision (C#, C+, Yêu Cầu 3-4 Năm Kinh Nghiệm)",Công Ty TNHH Soul-Net,"['- Có 4-5 năm kinh nghiệm\n- Học vấn: Tốt nghiệp Đại học trở lên các trường kỹ thuật ( Bách khoa, công nghiệp, học viện kỹ thuật quân sự, Giao thông vận tải và các trường kỹ thuật khác)\n- - Có kinh nghiệm, biết lập trình C+, C# và tư duy lập trình tốt.\n- Có khả năng làm việc độc lập và làm việc theo nhóm tốt\n- Chịu được áp lực công việc, ham học hỏi, đam mê kỹ thuật. ""\n- ĐỊA ĐIỂM LÀM VIỆC: TP BẮC NINH, HỖ TRỢ KTX CHO ỨNG VIÊN Ở XA.']",Trên 20 triệu,"- Hà Nội, Phường Võ Cường, TP Bắc Ninh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-soul-net-bb22dacf444a7e0e5e5a552b802ab77c-6614bfa29d11d.jpg,https://www.topcv.vn/viec-lam/ky-su-lap-trinh-nhung-camera-vision-c-c-yeu-cau-3-4-nam-kinh-nghiem/1295480.html?ta_source=JobSearchList_LinkDetail&u_sr_id=kV2C7QXIHAZ2wxBUP6fgaz4pTwAYEUNHKCbmdCdh_1713598641
